text,status
lgbt musnah golong libat rasuah salah kuasa musnah bangsa negara tahap bahaya dosa harap sibuk rang lbgt tutup mata mungkar men,0
also demo massa akbar lantik anies sandi batal wkwk,1
orang gila percaya kelas langsung tel cebong otak,1
gilir ambruk plonga plongo kayak ayam kena tetelo putin prabowo indonesia 2019 ganti presiden,1
bela pancasila daulat negara dukung lengser ancam nyata,1
kaum nasrani yahudi kali om pecah belah umat muslim astagfirullah,1
output kecewa,0
alay tai kayak bocah sekolah dasar wkwk,1
bajak agama agama beda tuju tuju be entangan ajar agama,0
entot adik mas ah ah mas enjot memek adik,1
tren tren sepatu sepe i eeeeeeee tren me meee bentuk buah pasar pasar sepe i eee pamer,0
2 bo online bottom be iya sempit kontol gue kena tai mantappppppppp uniform resource locator,1
jabat negara putus presiden rancang undang undang islam larang indonesia,1
kangen gue edan,1
dengar dengar morowali buka lowong kerja 8000 kerja isu edar kuat kerja terima 2000an kendari,0
hoaks bani cebong,1
serang wa wa cebong,1
bangkai,1
otoriter bukti ott ai politik ya tangkap,1
iya harga saudara pilih orang ateis tipe orang hak lurus mata orang beda be,0
kadang pikir orang licik dunia lesbi iseng alah lesbi serius bekal kalimat cewek cewek tau main hati cewek budak cinta wkwk,0
polling google rencana 28 maret 20 april 2018 dadak henti 3 april 2018 responden tolak jokowi 2 periode capai 91 tutup resmi polling google 2 april posisi tolak jokowi 87 setu,0
lihat orang acara sosialisasi asing efek kerja,0
ab orang periang murah senyum ragu ragu ceria,0
lengser jokowi,1
limbat ya allah,1
ahoker takut mati salat tenang abu janda ustaz gadungan salat ahoker jokower,1
lengser otot reklamasi,1
sampean sarap ya impor pesawat papa impor garam bayang indonesia isi garam garam impor dasar otak ampu kaki,1
dungu budak islam tiada tuhan merintahkan salat allah subhanahu wa taala biadab,1
memek nikmat ku suka,1
tsamara kagum diktator soekarno,1
nama rezim suka suka atur langgar,1
tau princess udik,1
hidup dunia rela hidup suka allah kecuali munafik musyrik kafir,0
sesuai janji woi kibum anjir kunyuk back eak,1
kena sanksi as produksi alumunium rusia ancam turun,0
12 sambut presiden apresiasi be emu kader gera mahasiswa islam indonesia milik semangat pemuda muslim tanah air jokowi ajak masyarakat optimis,0
bacot ngentot pulsa doang teman biar rantau orang kenal wkwk,1
cebong emosi,1
cowok gue chat isi anjing kontol bangsat,1
,0
sedih gue baca komentar salah army tau akun bodong kampret,1
jaga sehat pikir logika 2019 ganti presiden,1
kemarin beli babi nama fadil,1
rezim ganti pulang anti islam percaya,1
biar kritik mesra komunis cina perang dagang as,0
benci umat islam,1
manusia homo,1
guru desa sei kanan deklarasi anti hoaks amp pilih kepala daerah 2018 damai,0
bilang mencla mencle bos nya uniform resource locator,1
ya henti anti asing politik sara rusak rukun manusia,0
maklum prof teriak teriak kenal kristen katolik tema gereja katolik amal pancasila bineka indonesia percaya situ amal iman iman,0
tau gus dur presiden,0
pimpin cerdas saleh teman kualitas 2019 ganti presiden,0
peduli reply ku sambung 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1
tau tanda kuasa 51 saham private finance initiative teriak pro asing ketua majelis musyawarat rakyat laku paksa private finance initiative kasih 51 saham indonesia,0
batal lantik anies gue rela jakarta pimpin plt gubernur gubernur hasil pilih kepala daerah lumur sara,1
oh antek nya komunis,1
orang orang kayak karang fiksi anjir,1
asing,0
deh bolot nya,1
kader kader goblok,1
bukti kampus rakyat kampus mu ngkin pikir jamban,0
anjing jokowi presiden urus daerah khusus ibukota mudah,1
tolol kelompok anjing,1
bingung euy profesor doktor bicara sing turun jokowi,1
bubar ikat alumni universitas indonesia oi,1
rezim soeha o izin luas 2 5 juta hektare 1989 kontrak anyar freepo 51,0
sebentar sih joko nyungsep kayak oh oke santa kali hehe,1
ya allah daniel beli micin bego lurah,1
sumpah allah subhanahu wa taala benci kafir lukman islam damai sunni lawan syiah seteru,1
bang presiden,0
rocky gerung gerung bambang isuzu cewek many magic kom isu dunia maya antek mantan,0
,0
festival palang pintu 13 gelar budaya 2018 5 6 mei 2018 sabtu minggu 08 00 indonesia barat 22 00 indonesia barat tutup jalan jalan raya kemang jaka a selatan informasi telepon wa 0812 8007 9048,0
saudara makmur gus ipul mbak puti gus ipul puti menang,0
kitab suci fiksi orang fiksi ragu jaman buka kelompok sisi politik agama,0
bodoh akun cape,1
taplak meja pakai,0
i added a video to a playlist,0
bicara komentar gampang bahasa olah sok pintar nilai anis gubernur isu sara susah menang orang bijak meng olok olok,1
dengar pepatah proses hasil gue sih kasih appreciate banget tim 2 juang perform cacat keren banget,0
idiot islam gerombol jual ayat agama islam dungu rawat beda salah rocky gerung islam fiksi nge i a iny,1
ning teras lantai 2 belah kamar saksi bisu hubung mu,0
ayo adakan referendum bubar dewan wakil rakyat ri komisi berantas korupsi,1
selamat kakak maju perempuan indonesia harika harika ini2018,0
setya novanto menang hukum mati suri uniform resource locator,1
baca onta moga adik bayi cowok ya nan modusin haha,0
anies menang tahap lengser jokowi,1
cina masuk salah ras indonesia beda singapura,1
asing nih forever young dengar ulang ulang sial musik video,0
rugi timbul rupiah rupiah nilai sepe i harap beli minyak rupiah tukar mata uang asing jual jual barang dagang hening,0
tampil serasa suci dunia laku kayak setan empati keluarga korban bom kemarin,1
mentil nete susu emut,0
jaka a ambang hancur tang anies sandi bro,1
om jilat memek nya,1
sembako gembar gembor nama presiden utang diam diam nama rakyat 2019 ganti presiden 2019 presiden 2019 ganti presiden,1
kampret lupa ambil laundry hhhhhhhhhhhhhhhhh,1
partai komunis indonesia bangkit,1
5 posisi seks video tante ngentot cinta kamar mandi tontong lengkap uniform resource locator,1
peduli oceh laki laki be emu laki laki oi luas sekian mahasiswa alan bodoh gue dengar gue pakai headset peduli langkah kaki,1
pahlawan juang susah payah korban jiwa raga usir jajah eh biar negeri jajah cina mudah,1
presiden paksa terap online single submission news jambi,0
ya cina kenal wisata haram indonesia haha,1
fabi ayyi ala i rabikuma tukazziban alhamdulillah nikmat tuhan dusta terima kasih jokowi 2019 jokowi,0
terima kasih ustaz suara radikal radikal pikir rejim mesjid radikal kampus radikal dosen radikal pijak adab hancur indonesia,0
dengar hindu bal kristen jawa ya wkwk,0
haha buaya darat buaya sungai,0
terima kasih mas sa kecewa tebang pilih pasal nista agama moga hukum be indak adil,0
lunya dongok sih,1
mabuk kencing onta ya brow,1
tenaga kerja asing cina masuk indonesia masuk om curiga cina cina ahoker,1
dina islam mah nikah teh tau ribet gan sulit ku orang tong gengsi tong sayang kapuji orang lamun sederhana lewih loba berkah,0
islam nusantara produk jil pasar gencar antek jil jil anti arab pro asing almarhum kh hasyim muzadi jil kafir kafir umat islam,1
dengar nyata ulama puja muja ara nyata anti ara an banget nyata anti cina an yahudi an panik hidup ala liberal,0
profesor menang debat pilih kepala daerah jawa timur,0
sepe inya gerombol rindu rusuh hati hati kabul tuhan iklan ahok jahat,1
teriak asing asing ya,0
tuju ahok gelar santri hormat santri hormat babi uniform resource locator,1
gereja suku tata ibadah nyanyi pakai sesuai gereja lokal orang katolik dominan pakai latin,0
bantu hutang beda tong cebong dungu atuh xf0 x9f x98 x8,1
jokowi presiden muslim kalang pinggir,0
cari huruf hijaiyah dal anak islam jamal laeli assalamualaikum adik adik mari lihat,0
allahu akbar gaduh ahok rakyat front bela islam bubar gera masyarakat indonesia copot kepala polisi daerah jabar penjara ahok,1
oi bencong haha,1
ogah gue pilih pilih lesbi kawin,0
bogel kunyuk hehe,1
as serang suriah dukung israel turki arab saudi warga palestina jalur gaza laku aksi demo bakar bendera as amp dukung presiden suriah bashar al assad pe anyaanya suka demo bawa bendera palestina kem,0
to nama a few trade war as cina suku bunga as tingkat the fed trump si tax reformasi plan instabilitas geopolitik investor asing tarik dana pasar saham indonesia,0
babang kontol tebal jembut rimbun coli bikin iler,1
jokowi orang kafir,0
jaman bahan bakar minyak rakyat susah gara gara jokowi,1
anak setan,1
ih bego lesbi gue,1
akun neopki komunis ateis berani muncul bak jamur musim hujan rezim jokowi rezim ya miris,1
mampus,1
sudi rakyat presiden jongos kacung cina presiden cebong cebong cina,1
orang amien sih tua belah agama hak sayang otak maling teriak maling resmi tahan komisi berantas korupsi,1
haha akun peler culun lindung akun fan club,1
1 teroris ledak bom amp tewas puluh orang laku 2 orang radikalisme sebar luas teroris kian hebat tangan aparat laku bukti 2 orang coba pikir pelan pelan,0
kelojot dukung anies sandi,1
hoaks identik jokowi esemka ekonomi roket masuk klaim hasil susilo bambang yudhoyono info valid,1
sumpah goblok banget alamat gue ganti kampang,1
indonesia tindak nyata usir duta myanmar indonesia biksu buddha militer bunuh masal genosida etnis rohingya,1
cacat mbappe,1
perintah gerak cepat berantas terorisme aksi bom bunuh timbul rusa korban jiwa,0
lantas jokowi tuduh laku tuduh sungguh akal akhlak mu,0
biadab uus keparat tunggu monas koar koar hidup anjing,1
industri orang cina kerja wkwk,0
nama rizieq shihab status sangka konten pornografi duga dukung anies sandi,1
anggar belanja negara 50 triliun langgeng salat aji pangkas salat aji hilang badan nasional tanggulang terorisme,1
tau anjir nih tanam hati hati mbak,1
ciri khas muslim masuk berani argumentasi berani bawa bawa malaikat,1
he he orang salah kasih teman orang muslim bilang kafir,0
iya gara gara bupati samosir bilang jokowi presiden pe samosir hater ramai ramai ban bilang hoaks foto soekarno tepi danau toba tau danau toba keliling 7 kabupaten hater orang sumatra utara,0
kuasa coba adil amanah tolak atur perintah ganti undang undang otoriter tolak atur perintah ganti undang undang anti islam lengser jokowi,1
2 gera tekan kerja keras total tingkat potensi bangsa,0
otak jual mahal harga pakai alias mulus,0
nyimengnya cupu ya kak senior ampun,1
lihat utama sisi promosi asi games media lokal media media internasional gera presiden pimpin rapat batas bahas asi games istana bogor rabu 18 4,0
tiru gede harga peluk kristiani bera i terima jajah bangsa eropa barat hadap negeri khatam sejarah romawi barat amp romawi timur kaisar byzantium kristen aduh upaya p,0
nya,1
sih oknum brutal 2019 ganti presiden potret polisi rezim,1
cermin main elok pusing cuba gambar noh hai cacat haha,1
next ambil alih raisa tangan asing bani kampret kelojot hue,1
biar panas alias babi kaaaaau wkwk canda mamah gue,1
ya lucas racun cakap nya racun sarap nya mon maaf gue racun sarap nya,1
resmi tutup gubernur jabar apresiasi musabaqah tilawatil quran xxxv tingkat jabar sukabumi info desa,0
buka hati munafik ya sakit cari obat diam parah mati,0
rip 4 sks mata kuliah ekonomi ajar ekonomi inflasi pas,0
jambu bol halus jambu bokong,1
tradisi katolik raya ekaristi misa nuansa daerah nama misa enkulturasi imlek misa inkulturasi tionghoa,0
jablay pacar gue bangsat gue ajar,1
maaf maaf maklum sifat burik mu lt 3 senpai teriak senpai,1
kampret nih sih jimmy duit tiru ulama ulama goblok goblokin goblok bin bahlul copot atribut atribut palsu ganti seragam cebong mati sengsara azab allah amin lihat,1
bera i rejim jokowi ganti ah,1
80 rakyat indonesia tau jokowi pimpin ri uniform resource locator,1
malam jiwa raga nya ririn pisah jiwa nya gelap sempit sepi,0
tai ajak,1
pikir copras calon presiden urus hutang impor tarif dasar listrik bahan bakar minyak dolar pe umbuhan ekonomi 5 2 premium langka 10 juta lapang kerja daya beli masyarakat lorot pusing 2019 ganti presiden 2019 ganti presiden,1
palestina islam merdeka palestina yahudi merdeka inggris,0
tipu tai gue sumpah berkah hidup anjing,1
8stmenfess to sayang ngewe fr,1
nu henti dungu biadab bangsa fir aun raja hubung muhammad bejat,1
rezim soeha o lepas freepo kuasa jokowi anulir pp susilo bambang yudhoyono salah hitung biaya sesuai divestasi saham 30 rampas,0
hati hati zaman hujung telur hujung tanduk retak pecah tiada lari zaman perintah kejam ramai jahat keliru ilmu aqi,0
agama cacat hawa nafsu asy syifa,0
mari gera anti bully warganet cerdas coy lihat instagram syahrini anjing biar,1
pe rezim bijak protes nya kuasa pura pura dengar paham kritisi a,0
surat perintah henti sidi bilang salah cebong kayak nge i surat perintah henti sidi ya goblok,1
gue sih indonesia barat gue orang ateis ateisme politik sok far liability aset,0
2 milik teman bicara aja teman mudah gaul bicara ceplos ceplos tanggung ambisius suku jawa cinta kebuda,0
tekong sempang kerayong padu anak buah myself pandai edmet tampon gm kelas padu futsal ahli gabung gan kelas time futsal rajin agama pon hehe jodoh sempurna kelas 3,0
amien tuduh prabowo dalang buah rusuh,1
pilih jokowi ekonomi roket,0
tipikal bani 212 bin onta kampret cepat puji orang hormat cepat caci nya salam tuan guru bajang haha bubar partai adil sejahtera,1
mas joko 3 laku otoriter 32 habis rakyat spe i rezim sadam khadafi as sisi mk nya bro,1
tohok pidato agus herlambang ketua pb gera mahasiswa islam indonesia harlah 58 hadir presiden,0
kecewa on silvy malu fitnah ahok panas sekak mat debat final pilih kepala daerah jakarta,1
2 anak papua gendong 8000 rebu anak papua anak asuh,0
bilang anti asing asing tau wkwk,0
salah orang baca 3 ayat salat onta hamil gemuk muslim,0
jilat memek,1
almost hours partai komunis indonesia earphone but buka lagu orang dengar wkwk,0
unggah ulang suara,0
takut prabowo laku sukses jokowi takut prabowo,1
ya salah budaya bodoh haha moga sukses jalan ya,0
main ah wkwk uniform resource locator,0
assalamualaikum bu risma tolong warga jalan kalimas udik 1c rumah jalan kalimas udik 1b 1 bantu bu risma warga rumah roboh kasihan bu risma warga tinggal rumah roboh,0
haha goblok kecebong tertawa ketawa rekening bego,1
ahok penjara kutip kisah fiksi,0
nama kapitalis kejam sih konteks mending beli warung warung toko toko lusin sejahtera rakyat pe anyaan gue gue haha,0
anjing bilang umpat kasar anjing salah hewan piara lucu gemas nek ra tai we pelihara,0
iya zaman jokowi indonesia mundur,1
wujud indonesia damai komitmen rang hoaks kir akbar forum ulama bsm bayar instusi kpnpa ri,0
kerja lihat coba maju calon wakil gubernur jawa timur khofifah emil jawa timur,0
jari cacat eh,0
farah aduh bom dek,0
nya kaya indonesia serah asing,0
congor persis congor onta,1
tau valak tai banget,1
presiden menteri uang orang presiden otak ekonomi perhati faktor,0
sepenuh jilbab baju koko kristen katolik hindu buddha konghucu wajib pakai jilbab perihal baju koko model putih khas baju takwa sekolah beda pad,0
orang orang kayak laknat tangis rakyat pra merdeka kiamat gentayang arwah juang gelisah militan kerja ngawang kosong bolot,1
sih ahok prestasi nol bicara tai ahok rahasia busuk rezim,1
tar,1
mandi sih pagi kesal jablay,1
jokowi 2 periode,0
sepe i banu yahudi pergi jazirah khusus arab sepe i banu najjar qurayza nadir etc,0
kemarin sengaja masuk kedai kopi sih empunya orang tionghoa jajan beda alih alih be anya kerja be anya usaha segenap terka simpul bera i aura peng,0
